"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","662","No console errors","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","811","Page scroll works","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","12837","Refresh login page","firefox","2026-04-02","failed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","593","No duplicate login buttons","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","1964","Login with only email","firefox","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","1046","Candidate names visible","firefox","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","623","Voter login button visible","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","559","Login button focus works","chromium","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","1836","Login page URL correct","firefox","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","12224","Refresh login page","webkit","2026-04-02","failed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","1633","Valid login","chromium","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","1987","Voter login button works","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","2417","Multiple form submissions","webkit","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","946","Page stable after multiple reloads","webkit","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","633","Header login button visible","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","0","Click Register navigates","chromium","2026-04-02","skipped","2026-04-02","Homepage Tests","home.spec.js","",""
"","2151","Clear input fields","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","0","Buttons are enabled","webkit","2026-04-02","skipped","2026-04-02","Homepage Tests","home.spec.js","",""
"","487","Invalid voter ID format","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","886","Buttons clickable","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","1435","Empty login submission","chromium","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","985","Multiple form submissions","firefox","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","797","Login button focus works","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","0","Click Register navigates","webkit","2026-04-02","skipped","2026-04-02","Homepage Tests","home.spec.js","",""
"","2074","Login fields visible","firefox","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","596","has title","webkit","2026-04-02","passed","2026-04-02","","example.spec.js","",""
"","0","Buttons are enabled","firefox","2026-04-02","skipped","2026-04-02","Homepage Tests","home.spec.js","",""
"","812","URL contains results","webkit","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","1901","Forward navigation works","firefox","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","623","Results data not empty","webkit","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","1434","Back navigation works","chromium","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","1811","Admin button navigates to login page","chromium","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","1664","Login with only password","chromium","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","2090","Password field masked","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","2325","Multiple invalid login attempts","chromium","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","1405","Clear input fields","chromium","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","1603","Login button disabled when empty","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","509","Only email filled","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","447","Scroll results page","chromium","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","804","Mobile view loads","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","451","Valid registration","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","1623","Press Enter to login","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","1483","Password field should be masked","webkit","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","12766","Reload retains login UI","firefox","2026-04-02","failed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","0","Register button visible","firefox","2026-04-02","skipped","2026-04-02","Homepage Tests","home.spec.js","",""
"","860","Multiple clicks on results button","webkit","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","562","Page load performance","chromium","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","1718","Login with empty fields","chromium","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","613","Voter login button visible on homepage","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","410","No console errors","chromium","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","809","Only name filled","firefox","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","525","Reload retains input fields","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","1017","Click Login navigates","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","583","Mobile view login page","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","1720","Sign in button enabled","firefox","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","1017","Leading candidate displayed","webkit","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","1974","Login with only password","firefox","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","1599","Press Enter to login","webkit","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","845","Multiple form submissions","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","489","Invalid email format","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","2403","Login with empty fields","webkit","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","1544","Password field should be masked","chromium","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","1","Multiple candidates present","firefox","2026-04-02","skipped","2026-04-02","Results Page Tests","results.spec.js","",""
"","1008","Click Login navigates","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","867","Heading CSS check","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","609","Form retains values","webkit","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","915","Only email filled","firefox","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","602","Logo is visible","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","479","Email case sensitivity","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","437","Only password filled","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","1901","Empty login submission","firefox","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","649","Logo is visible","chromium","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","494","Favicon present","chromium","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","2212","Valid login","webkit","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","501","No duplicate login buttons","chromium","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","621","Navigate to results page","webkit","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","2409","Multiple invalid login attempts","firefox","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","563","Register button enabled","webkit","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","1868","Clear input fields","firefox","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","0","Theme toggle works","webkit","2026-04-02","skipped","2026-04-02","Homepage Tests","home.spec.js","",""
"","0","Register button visible","webkit","2026-04-02","skipped","2026-04-02","Homepage Tests","home.spec.js","",""
"","1399","Email and password placeholders exist","chromium","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","676","Resize window","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","738","Trim spaces in input fields","firefox","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","451","Trim spaces in input fields","chromium","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","11539","Refresh login page","chromium","2026-04-02","failed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","2049","Multiple clicks on login button","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","2463","No console errors on login page","firefox","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","628","Chart visible (if present)","webkit","2026-04-02","passed","2026-04-02","Results Page Tests","results.spec.js","",""
"","1783","Refresh login page","webkit","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","695","Voter login button visible","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","7012","Admin button navigates to login page","webkit","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","1581","Login fields visible","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","844","Double click login button","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","752","Missing voter ID","firefox","2026-04-02","passed","2026-04-02","Register Page Tests","register.spec.js","",""
"","1778","Click voter login navigates to login page","firefox","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","1794","Voter login button works","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","1652","Forward navigation works","webkit","2026-04-02","passed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","2191","Login with empty fields","firefox","2026-04-02","passed","2026-04-02","Admin Login Flow","admin.spec.js","",""
"","716","Subtext should not be empty","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","1862","Multiple clicks voter login","firefox","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","562","Page uses HTTPS","webkit","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","689","Click Login navigates","chromium","2026-04-02","passed","2026-04-02","Homepage Tests","home.spec.js","",""
"","11561","Reload retains login UI","chromium","2026-04-02","failed","2026-04-02","Voter Login Module","voterLogin.spec.js","",""
"","0","Page title is correct","chromium","2026-04-02","skipped","2026-04-02","Homepage Tests","home.spec.js","",""
